date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:40	94997/94997	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:22:33%20GMT	http://oakleafscouts.com/events/list/	oakleafscouts.com/events/list/index.html	(from http://oakleafscouts.com/events/)
14:22:44	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:22:38%20GMT	http://oakleafscouts.com/click.tr	oakleafscouts.com/click.84.delayed	(from http://oakleafscouts.com/wp-content/themes/travel-ultimate/assets/js/navigation.min.js?ver=20151215)
14:22:50	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:22:44%20GMT	http://oakleafscouts.com/touchstart.tr	oakleafscouts.com/touchstart.85.delayed	(from http://oakleafscouts.com/wp-content/themes/travel-ultimate/assets/js/navigation.min.js?ver=20151215)
14:22:54	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:22:50%20GMT	http://oakleafscouts.com/resize.tr	oakleafscouts.com/resize.86.delayed	(from http://oakleafscouts.com/wp-content/themes/travel-ultimate/assets/js/navigation.min.js?ver=20151215)
14:23:00	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:22:54%20GMT	http://oakleafscouts.com/focus.tr%20blur.tr	oakleafscouts.com/focus.tr%20blur.tr	(from http://oakleafscouts.com/wp-content/themes/travel-ultimate/assets/js/navigation.min.js?ver=20151215)
14:23:00	586/586	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:01	123/123	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:02	92/92	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:03	127/127	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:04	217/217	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:05	167/167	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:06	237/237	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:07	1237/1237	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-tooltips@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:08	569/569	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-search@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-search@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:09	984/984	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-gear@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-gear@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:10	845/845	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:31%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/common/vendor/tribe-select2/select2x2.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/common/vendor/tribe-select2/select2x2.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:11	136/136	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-month@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:12	101/101	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-list@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:13	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-week@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:14	379/379	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-day@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:15	256/256	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-photo@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:16	428/428	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/events-bar/icon-map@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.9.8)
14:23:17	178/178	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:18	101/101	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:19	110/110	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:20	111/111	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_dadada_1x400.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:21	105/105	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:22	120/120	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:23	119/119	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:24	4369/4369	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_222222_256x240.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_222222_256x240.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:25	4369/4369	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_888888_256x240.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_888888_256x240.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:26	4369/4369	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_454545_256x240.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_454545_256x240.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:27	4369/4369	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_2e83ff_256x240.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_2e83ff_256x240.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:28	4369/4369	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_cd0a0a_256x240.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_cd0a0a_256x240.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:29	180/180	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:34%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.9.8)
14:23:30	329/329	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-theme/tribe-theme-tooltips.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-theme/tribe-theme-tooltips.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-theme.min.css?ver=4.9.8)
14:23:31	568/568	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-theme/tribe-theme-tooltips@2x.png	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/images/tribe-theme/tribe-theme-tooltips@2x.png	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-theme.min.css?ver=4.9.8)
14:23:36	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:23:32%20GMT	http://oakleafscouts.com/events/TEC%20Debug:%20vendor%20bootstrapDatepicker%20was%20not%20loaded%20before%20its%20dependant%20file%20tribe-events-bar.js	oakleafscouts.com/events/TEC%20Debug_%20vendor%20bootstrapDatepicker%20was%20not%20loaded%20before%20its%20dependant%20file%20tribe-events-bar.js	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-bar.min.js?ver=4.9.8)
14:23:42	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:23:36%20GMT	http://oakleafscouts.com/events/TEC%20Debug:%20vendor%20placeholder%20was%20not%20loaded%20before%20its%20dependant%20file%20tribe-events-bar.js	oakleafscouts.com/events/TEC%20Debug_%20vendor%20placeholder%20was%20not%20loaded%20before%20its%20dependant%20file%20tribe-events-bar.js	(from http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-bar.min.js?ver=4.9.8)
14:23:42	1703/1703	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-venue/frontend.min.css?ver=4.9.8	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-venue/frontend.min5010.css	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:43	696/696	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-links/frontend.min.css?ver=4.9.8	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-links/frontend.min5010.css	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:44	454/454	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-datetime/frontend.min.css?ver=4.9.8	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/event-datetime/frontend.min5010.css	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:45	1/1	---M--	200	added ('OK')	text/css	date:Thu,%2012%20Sep%202019%2014:25:33%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/classic-event-details/frontend.min.css?ver=4.9.8	oakleafscouts.com/wp-content/plugins/the-events-calendar/src/resources/css/app/classic-event-details/frontend.min5010.css	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:50	98775/98775	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:23:46%20GMT	http://oakleafscouts.com/events/list/?tribe_event_display=past	oakleafscouts.com/events/list/indexc64d.html	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:52	101302/101302	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:23:46%20GMT	http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/	oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/index.html	(from http://oakleafscouts.com/events/list/?tribe_event_display=past&tribe_paged=1)
14:23:52	4777/4777	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Mar%202020%2000:29:46%20GMT	http://oakleafscouts.com/wp-content/plugins/jetpack/_inc/build/related-posts/related-posts.min.js?ver=20191011	oakleafscouts.com/wp-content/plugins/jetpack/_inc/build/related-posts/related-posts.min0ae6.js	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:23:54	2409/2409	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:23:53%20GMT	http://oakleafscouts.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Foakleafscouts.com%2Fevent%2Fcub-scouts-ice-cream-social-den-meeting%2F	oakleafscouts.com/wp-json/oembed/1.0/embedd4b6.json	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:23:56	2501/2501	---M-Z	200	added ('OK')	text/xml	date:Tue,%2029%20Sep%202020%2018:23:54%20GMT	http://oakleafscouts.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Foakleafscouts.com%2Fevent%2Fcub-scouts-ice-cream-social-den-meeting%2F&format=xml	oakleafscouts.com/wp-json/oembed/1.0/embed49b8	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:23:58	9509/9509	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:23:56%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/1783	oakleafscouts.com/wp-json/tribe/events/v1/events/1783.json	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:23:58	810/810	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2012%20Sep%202019%2014:25:29%20GMT	http://oakleafscouts.com/wp-content/plugins/the-events-calendar/common/src/modules/icons/link.svg	oakleafscouts.com/wp-content/plugins/the-events-calendar/common/src/modules/icons/link.svg	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:01	1177/1177	---M-Z	200	added ('OK')	text/calendar	date:Tue,%2029%20Sep%202020%2018:23:59%20GMT	http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/?ical=1	oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/indexedf3.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:05	95522/95522	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:23:59%20GMT	http://oakleafscouts.com/events/category/den-meeting/	oakleafscouts.com/events/category/den-meeting/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:05	87209/87209	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:23:59%20GMT	http://oakleafscouts.com/tag/class-a/	oakleafscouts.com/tag/class-a/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:05	87290/87290	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:23:59%20GMT	http://oakleafscouts.com/tag/class-a-uniforms/	oakleafscouts.com/tag/class-a-uniforms/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:06	87173/87173	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:01%20GMT	http://oakleafscouts.com/tag/den/	oakleafscouts.com/tag/den/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Sep%202020%2018:24:05%20GMT	http://oakleafscouts.com/events/category/den-meeting/%22http://oakleafscouts.com/events/%22>Upcoming	oakleafscouts.com/events/category/den-meeting/_http_/oakleafscouts.com/events/__Upcoming.b3.delayed	(from http://oakleafscouts.com/events/category/den-meeting/)
14:24:09	87245/87245	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:05%20GMT	http://oakleafscouts.com/tag/den-meeting/	oakleafscouts.com/tag/den-meeting/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:11	87200/87200	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:05%20GMT	http://oakleafscouts.com/tag/donate/	oakleafscouts.com/tag/donate/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:15	87281/87281	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:06%20GMT	http://oakleafscouts.com/tag/donate-uniforms/	oakleafscouts.com/tag/donate-uniforms/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:16	87227/87227	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:07%20GMT	http://oakleafscouts.com/tag/ice-cream/	oakleafscouts.com/tag/ice-cream/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:17	93810/93810	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:24:09%20GMT	http://oakleafscouts.com/events/category/den-meeting/%22http:/oakleafscouts.com/events/%22Upcoming	oakleafscouts.com/events/category/den-meeting/_http_/oakleafscouts.com/events/_Upcoming	(from http://oakleafscouts.com/events/category/den-meeting/)
14:24:19	87209/87209	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:11%20GMT	http://oakleafscouts.com/tag/uniform/	oakleafscouts.com/tag/uniform/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:21	87218/87218	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:15%20GMT	http://oakleafscouts.com/tag/uniforms/	oakleafscouts.com/tag/uniforms/index.html	(from http://oakleafscouts.com/event/cub-scouts-ice-cream-social-den-meeting/)
14:24:21	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:16%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?categories=den-meeting	oakleafscouts.com/wp-json/tribe/events/v1/events/index790b.html	(from http://oakleafscouts.com/events/category/den-meeting/)
14:24:22	95524/95524	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:17%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/	oakleafscouts.com/events/category/den-meeting/list/index.html	(from http://oakleafscouts.com/events/category/den-meeting/)
14:24:24	99176/99176	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:19%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/?tribe_event_display=past&tribe_paged=1	oakleafscouts.com/events/category/den-meeting/list/index9c29.html	(from http://oakleafscouts.com/events/category/den-meeting/)
14:24:25	7560/7560	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/class-a/feed/	oakleafscouts.com/tag/class-a/feed/index.html	(from http://oakleafscouts.com/tag/class-a/)
14:24:25	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:22%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=class-a	oakleafscouts.com/wp-json/tribe/events/v1/events/index86a6.html	(from http://oakleafscouts.com/tag/class-a/)
14:24:27	83417/83417	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:24:23%20GMT	http://oakleafscouts.com/2019/08/	oakleafscouts.com/2019/08/index.html	(from http://oakleafscouts.com/tag/class-a/)
14:24:29	7548/7548	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/den/feed/	oakleafscouts.com/tag/den/feed/index.html	(from http://oakleafscouts.com/tag/den/)
